ABN,Charity_Legal_Name,Other_Organisation_Names,Address_Type,Address_Line_1,Address_Line_2,Address_Line_3,Town_City,State,Postcode,Country,Charity_Website,Registration_Date,Date_Organisation_Established,Charity_Size,Number_of_Responsible_Persons,Financial_Year_End,Operates_in_ACT,Operates_in_NSW,Operates_in_NT,Operates_in_QLD,Operates_in_SA,Operates_in_TAS,Operates_in_VIC,Operates_in_WA,Operating_Countries,PBI,HPC,Preventing_or_relieving_suffering_of_animals,Advancing_Culture,Advancing_Education,Advancing_Health,Promote_or_oppose_a_change_to_law__government_poll_or_prac,Advancing_natual_environment,Promoting_or_protecting_human_rights,Purposes_beneficial_to_ther_general_public_and_other_analogous,Promoting_reconciliation__mutual_respect_and_tolerance,Advancing_Religion,Advancing_social_or_public_welfare,Advancing_security_or_safety_of_Australia_or_Australian_public,Aboriginal_or_TSI,Adults,Aged_Persons,Children,Communities_Overseas,Early_Childhood,Ethnic_Groups,Families,Females,Financially_Disadvantaged,LGBTIQA+,General_Community_in_Australia,Males,Migrants_Refugees_or_Asylum_Seekers,Other_Beneficiaries,Other_Charities,People_at_risk_of_homelessness,People_with_Chronic_Illness,People_with_Disabilities,Pre_Post_Release_Offenders,Rural_Regional_Remote_Communities,Unemployed_Person,Veterans_or_their_families,Victims_of_crime,Victims_of_Disasters,Youth,animals,environment,other_gender_identities
86787548130,The Trustee For The Dunn Family Perpetual Trust,,Business,GPO Box 2307,,,Melbourne,VIC,3001,AUSTRALIA,,03/12/2012,01/01/2008,Small,2,30-Jun,,,,,,,Y,,AUS,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,
86792964696,Bowral & District Art Society Incorporated,,Business,1 Short St,,,Bowral,NSW,2576,Australia,https://www.bdasgallery.com,03/12/2012,01/01/1950,Small,9,31-Dec,,Y,,,,,,,AUS,,,,Y,,,,,,,,,,,,Y,Y,Y,,,,Y,Y,,,,Y,,,,,,,,Y,,,,,,,,
39023586389,Down Syndrome Association Of NSW Inc,,Business,27 Ivanhoe Street,,,Toongabbie,NSW,2146,Australia,https://www.downsyndromensw.org.au,03/12/2012,01/01/1980,Medium,11,30-Jun,,Y,,,,,,,AUS,Y,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,,,,Y,Y,Y,,Y,Y,,,,Y,,,
39024291144,Berwick Opportunity Shop Incorporated,,Business,3 Clyde Rd,,,Berwick,VIC,3806,Australia,,03/12/2012,01/01/1989,Small,5,30-Jun,,,,,,,Y,,AUS,,,,,,,,,,Y,,,,,,Y,Y,Y,,,,Y,,,,Y,,,Y,,,Y,Y,,,,,,,,Y,,
39002690744,Tien Tak Religious (Australia) Incorporated Association,,Business,24 Allenby Park Pde,,,Allambie Heights,NSW,2100,Australia,,03/12/2012,01/01/1984,Small,13,31-Dec,,Y,,,,,,,AUS,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
59901963154,Down Syndrome Association Of Vic Inc,,Business,552 Victoria St,,,North Melbourne,VIC,3051,Australia,https://www.downsyndrome.org.au/vic/,03/12/2012,01/01/1978,Medium,7,30-Jun,,,,,,,Y,,AUS,Y,,,,,,,,,,,,,,,Y,Y,Y,,Y,,Y,,,,,,,,,,,Y,,,,,,,Y,,,
27106935589,Lobethal Christian Fellowship,,Business,17 Frick St,,,Lobethal,SA,5241,Australia,,03/12/2012,01/01/1998,Small,3,30-Jun,,,,,Y,,,,AUS,,,,,,,,,,,,Y,,,,Y,Y,Y,,Y,,Y,,,,,,,,,,,,,,,,,,Y,,,
33092327396,Nuffield Australia,,Business,PO Box 450,,,Bendigo,VIC,3552,Australia,www.nuffield.com.au,03/12/2012,01/01/1950,Large,9,30-Jun,,,,,,,,,AUS,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,,
86781006396,Canterbury Meals On Wheels Inc,,Business,U 2 2 Carrington Sq,,,Campsie,NSW,2194,Australia,www.canterburymealsonwheels.org.au,03/12/2012,01/01/1967,Medium,2,30-Jun,,Y,,,,,,,AUS,Y,,,,,,,,,,,,Y,,Y,Y,Y,,,,Y,,,Y,,,,,,,Y,Y,Y,,,,,,,,,,
86715362344,Calvary Baptist Church,,Business,116 Young St,,,Ayr,QLD,4807,Australia,http://calvarybaptistayr.org.au/,03/12/2012,01/01/2012,Small,1,30-Jun,,,,Y,,,,,AUS,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
86704088698,Southern Regional Natural Resource Management Association,NRM South,Business,Level 1,89 Brisbane Street,,Hobart,TAS,7000,Australia,www.nrmsouth.org.au,03/12/2012,01/01/2003,Large,9,30-Jun,,,,,,Y,,,AUS,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,Y,,,,,,,Y,
86740237109,The Sterling Charitable Foundation,,Business,5 Morrice St,,,Caulfield North,VIC,3161,Australia,,03/12/2012,01/01/1987,Small,1,30-Jun,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,Y,Y,,,,Y,,,,,,,,,,,,,,,,
38885520654,Community Housing Council Of Sa Inc,Community Housing Industry Association SA,Business,262 Pirie Street,,,Adelaide,SA,5000,Australia,chiasa.org.au,03/12/2012,01/01/1997,Medium,8,30-Jun,,,,,Y,,,,AUS,Y,,,,,,,,,,,,Y,,Y,Y,Y,Y,,Y,Y,Y,Y,Y,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y
39003535126,Tara Anglican School For Girls Foundation Limited,,Business,7 Masons Dr,,,North Parramatta,NSW,2151,Australia,,03/12/2012,,Small,6,31-Dec,,Y,,,,,,,AUS,,,,,Y,,,,,,,,,,,,,Y,,Y,,,Y,,,,,,,,,,,,,,,,,Y,,,
27126112383,Emmanuel Ministries International Inc,,Business,4 Shepherds Glen,,,Mandurang,VIC,3551,Australia,https://www.emmint.com,03/12/2012,01/01/2007,Small,6,31-Dec,,,,,,,Y,,AUS,,,,,,,,,,,,Y,,,,Y,Y,Y,,,,Y,Y,Y,,,Y,,,,Y,,,,,,,,,Y,,,
27105885149,First Nations Legal & Research Services Ltd,,Business,425 Smith Street,,,Fitzroy,VIC,3065,Australia,www.fnlrs.com.au,03/12/2012,01/01/2003,Large,7,30-Jun,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33114229175,Trustees Of The Roman Catholic Church For The Archdiocese Of Canberra And Goulburn As Trustee For The Catholic Parish Of Kaleen,,Business,2 Tyrell Circ,,,Kaleen,ACT,2617,,www.cgcatholic.org.au,03/12/2012,01/01/1980,Small,3,31-Dec,,,,Y,,,,,AUS,,,,,,,,,,,,Y,,,Y,Y,Y,Y,,Y,Y,Y,Y,Y,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y
94572860306,Northern Beaches Community Church Inc,,Business,13 Mount Kulburn Dr,,,Jensen,QLD,4818,Australia,http://www.beacheschurch.com.au,03/12/2012,01/01/1995,Small,3,30-Jun,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,Y,Y,,Y,,Y,Y,,,Y,Y,,,,,,,,,,,,,Y,,,
86785799140,Sale Neighbourhood House Incorporated,,Business,21 Leslie St,,,Sale,VIC,3850,Australia,https://www.saleneighbourhoodhouse.org.au/,03/12/2012,01/01/1981,Small,2,30-Jun,,,,,,,Y,,AUS,,,,,,,,,,Y,,,,,,Y,Y,,,,,,Y,Y,,,Y,,,,,,,,Y,Y,,,Y,,,,
39002552579,Western Australian Anglican Schools Association,,Business,Po Box 2520,,,Mount Claremont,WA,6010,Australia,https://www.waasa.wa.edu.au,03/12/2012,01/01/2005,Small,10,31-Dec,,,,,,,,Y,AUS,,,,,Y,,,,,,,Y,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,Y,,,
27006718458,The Geelong College Foundation Limited,,Business,Geelong College,,150 Noble Street,Newtown,VIC,3220,Australia,www.geelongcollege.vic.edu.au,03/12/2012,01/01/1987,Large,7,31-Dec,,,,,,,Y,,AUS,,,,,Y,,,,,,,,,,Y,Y,,Y,,,,Y,Y,Y,,,Y,,,,,,,,,,,,,Y,,,Y
38893722309,Taroona Environment Network Inc,,Business,U 2 2a Grange Ave,,,Taroona,TAS,7053,Australia,www.ten.org.au,03/12/2012,01/01/1997,Small,4,31-Dec,,,,,,Y,,,AUS,,,,,,,,Y,,,,,,,Y,Y,Y,Y,,Y,Y,Y,Y,,,Y,Y,,,,,,,,,,,,,Y,,Y,Y
27104822791,Keep The Faith Ministries Oceania Ltd,,Business,291 Maroondah Hwy,,,Narbethong,VIC,3778,Australia,abide.care,03/12/2012,01/01/2003,Small,3,31-Dec,,,,,,,Y,,AUS,,,,,,,,,,,,,,,,Y,Y,Y,,Y,Y,Y,,,,,,,,,,Y,,,Y,,,,,Y,,,
27131635848,Spirit Life Christian Church Ltd,,Business,Unit 4,2 Mieke Court,,Burleigh Heads,QLD,4220,Australia,https://www.spiritlifechurch.net,03/12/2012,01/01/2008,Small,4,30-Jun,,,,Y,,,,,AUS,,,,,,,,,,,,Y,,,,Y,Y,Y,Y,Y,,Y,Y,Y,,Y,Y,,,Y,Y,Y,Y,,,Y,,,,Y,,,
27107554996,Faithworks Christian Church Limited,,Business,35 Aitken St,,,Gisborne,VIC,3437,Australia,https://faithworkscc.com.au/,03/12/2012,01/01/2003,Small,4,30-Jun,,,,,,,Y,,AUS,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,
27109607472,Alzheimer's Australia NSW,Dementia Australia NSW Division,Business,Building 21,120 Coxs Road,,NORTH RYDE,NSW,2113,AUSTRALIA,http://dementia.org.au,03/12/2012,01/01/1982,Large,9,30-Jun,,Y,,,,,,,,,Y,,,,Y,Y,,,Y,,,Y,,Y,Y,Y,,,,Y,Y,,,Y,Y,,,,Y,Y,Y,Y,,Y,,,,,,,,
33113033491,Anoint The World Ministries Trust Fund,,Business,2 Grant St,,,Innaloo,WA,6018,Australia,anointtheworld.com,03/12/2012,01/01/2009,Small,2,30-Jun,,,,,,,,Y,AUS,,,,,,,,,,,,Y,,,,Y,Y,,,,Y,,Y,,,Y,Y,,,,,,,,Y,,,,,Y,,,
33141580618,YouthCARE Canberra Limited,,Business,26 Corrina Street,,,Phillip,ACT,2606,Australia,https://rawpotential.com.au/,03/12/2012,01/01/2010,Small,8,30-Jun,Y,,,,,,,,AUS,Y,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,
59782723097,Talkback Assoc For Aphasia Inc,Aphasia SA,Business,16 Malwa St,,,Glandore,SA,5037,Australia,www.aphasia.asn.au,03/12/2012,01/01/1999,Small,5,30-Jun,,,,,Y,,,,AUS,Y,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,
86695642473,Laynhapuy Homelands Aboriginal Corporation,,Business,86 Galpu Road,Yirrkala Via,,Yirrkala,NT,0880,,,03/12/2012,12/01/2012,,9,30-Jun,,,Y,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,
86725312951,South Australia Local Association Of The Institution Of Civil Engineers,,Business,,,,,,,Australia,,03/12/2012,01/01/2011,Small,1,31-Dec,,,,,Y,,,,AUS,,,,,Y,,,,,,,,,,,Y,Y,,,,,,,,,Y,,,,,,,,,,Y,,,,Y,,,
86790441449,Living Word Church International Incorporated,,Business,Off 7a 30 Foundry Rd,,,Seven Hills,NSW,2147,Australia,www.lwci.org.au,03/12/2012,01/01/2006,Small,9,30-Jun,,Y,,,,,,,AUS,,,,,,,,,,,,Y,,,Y,Y,Y,,,,Y,Y,Y,Y,,Y,Y,,,,,,Y,,,Y,,,Y,Y,,,
59798113643,Covenant Ministries Incorporated,,Business,POBox 975,,,Warrnambool,VIC,3280,Australia,covenanttruth.com.au,03/12/2012,01/01/1988,Small,7,30-Jun,,,,,,,,,AUS,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
59896928027,The Trustee For Lasham T W Fund,,Business,GPO Box 2307,,,Melbourne,VIC,3001,AUSTRALIA,,03/12/2012,01/01/1995,Small,2,30-Jun,,,,,,,Y,,AUS,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,
39028643733,National Tribunal Of Second Instance,,Business,450 Hay St,,,Perth,WA,6000,Australia,,03/12/2012,01/01/1974,Small,1,30-Jun,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,
59901963299,L J Care Fund Incorporated,,Business,Lake Joondalup Baptist College,,,Joondalup,WA,6027,Australia,ljbaptist.com,03/12/2012,01/01/2006,Small,7,30-Jun,,,,,,,,Y,AUS,Y,,,,,Y,,,,,,,Y,,,Y,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,
39003199488,Arrow Leadership Australia Limited,,Business,PO Box 3089,,,Mornington,VIC,3191,Australia,arrowleadership.org.au,03/12/2012,01/01/1986,Medium,6,31-Dec,,,,,,,,,AUS,,,,,,,,,,,,Y,,,,Y,,,,,,,Y,,,Y,Y,,,,,,,,,,,,,,,,
27105635496,The Trustee For The Father Bernard Mclaughlin Bursary Fund,,Business,2A Burke Street,Woolloongabba,,Brisbane,QLD,4102,Australia,,03/12/2012,01/01/1992,Small,1,30-Jun,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,
33113296601,The Cancer Council ACT,,Business,Unit 1,173 Strickland Crescent,,Deakin,ACT,2600,Australia,http://www.actcancer.org,03/12/2012,01/01/1976,Medium,10,30-Jun,Y,,,,,,,,AUS,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
94557450687,Cat Sterilisation Society Inc,,Business,Post Office Box 28,,,Kelmscott,WA,6991,Australia,,03/12/2012,01/01/1990,Small,6,31-Mar,,,,,,,,Y,AUS,,,Y,,,,,,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,Y,
94558218260,The Trustee For The British Red Cross Bush Nursing,,Business,GPO Box 2307,,,Melbourne,VIC,3001,AUSTRALIA,,03/12/2012,01/01/1920,Small,9,30-Jun,,,,,,,Y,,AUS,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,
27133833762,Teach For Australia,,Business,454 Queen Street,,,Melbourne,VIC,3000,Australia,www.teachforaustralia.org,03/12/2012,01/01/2008,Large,6,31-Dec,,,Y,Y,Y,Y,Y,Y,AUS,,,,,Y,,,,,,,,,,Y,Y,,Y,,,Y,,,Y,,,,,,,,,,,Y,,,,,Y,,,
94561751339,St Marys Anglican Church Kulin,,Business,PO Box 15,,,Bunbury,WA,6231,,,03/12/2012,01/01/1938,Small,13,31-Dec,,,,,,,,Y,AUS,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
33139659331,Goolburri Aboriginal Health Advancement Company Limited,,Business,Montana Nursing Home,,,East Toowoomba,QLD,4350,Australia,www.goolburri.org.au,03/12/2012,01/01/2009,Large,5,30-Jun,,,,Y,,,,,AUS,Y,,,,,,,,,,,,,,Y,Y,Y,,,Y,Y,Y,,Y,,,,,,,,,,,Y,,,,,,,,
33095644692,Maleny Neighbourhood Centre Assoc Inc,,Business,17 Bicentenary Lane,,,Maleny,QLD,4552,Australia,http://www.malenync.org.au,03/12/2012,01/01/1995,Small,2,30-Jun,,,,Y,,,,,AUS,Y,,,,,,,,,,,,,,,Y,Y,Y,,Y,,Y,,Y,,Y,,,,,,,,,Y,,,,,Y,,Y,
33114965276,Invasive Animals Ltd,,Business,Building 101,2-40 Clunies Ross Street,,Acton,ACT,2601,Australia,www.invasives.com.au,03/12/2012,01/01/2005,Large,6,30-Jun,,,,,,,,,AUS,,,Y,,,,,Y,,,,,,,,Y,Y,,,,,Y,,,,Y,,,,,,,,,Y,,,,,,Y,Y,
94726726205,Cranbrook Primary School Parents & Citizens Association Inc.,,Business,18 Grenfell Street,,,Cranbrook,WA,6321,Australia,,03/12/2012,01/01/1927,Small,3,31-Dec,,,,,,,,,,,,,,Y,,,,,,,,,,Y,,,Y,,Y,Y,,Y,Y,,,Y,,,,,,Y,,Y,,,,,,,,
33117797981,Rosebud Police Senior Citizensregister,,Business,95 Boneo Rd,,,Rosebud,VIC,3939,Australia,,03/12/2012,01/01/1995,Small,7,30-Jun,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
32981473308,Holy Rosary Catholic Church Kensington,,Business,22 Gower Street,,,Kensington,VIC,3031,,,03/12/2012,01/01/1915,Small,0,31-Dec,,,,,,,Y,,AUS,,,,,,,,,,,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,
73861380241,Friends Of Carrick Hill Incorporated,,Business,46 Carrick Hill Dr,,,Springfield,SA,5062,Australia,www.carrickhill.sa.gov.au,03/12/2012,01/01/1991,Small,6,30-Jun,,,,,Y,,,,AUS,,,,Y,,,,Y,,,,,,,Y,Y,Y,Y,,Y,Y,Y,Y,Y,,,Y,,,,,,Y,,Y,Y,Y,Y,,Y,,Y,Y
39025081736,Wauchope Rsl Sub-Branch,,Business,Po Box 468,,,Wauchope,NSW,2446,Australia,rslnsw.org.au,03/12/2012,01/01/1918,Small,6,31-Dec,,Y,,,,,,,AUS,,,,,,,,,,Y,,,,,,Y,Y,,,,,Y,,Y,,,,,,,,,,,,,Y,,,,,,
59901880809,The Trustee For Calvary Trust,,Business,PO Box 420,,,Mt Louisa,QLD,4814,Australia,www.calvarycc.global,03/12/2012,01/01/2003,Large,8,30-Jun,,,,Y,,,,,AUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,
27105219211,The King's School Basketball Club,,Business,,,,,,,,,03/12/2012,01/01/1990,Small,3,30-Jun,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,
94560056808,The Trustee For Power Tynan Charitable Trust,,Business,618 Ruthven St,,,Toowoomba City,QLD,4350,Australia,www.powertynan.com.au,03/12/2012,01/01/2010,Small,5,30-Jun,,,,Y,,,,,AUS,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,Y,,,,Y,Y,Y,Y,,Y,,,,,,,,
33143298298,Brooklyn RSL sub-Branch (RSL NSW),,Business,Po Box 229,,,Brooklyn,NSW,2083,Australia,,03/12/2012,,Small,6,31-Dec,,Y,,,,,,,AUS,,,,,,,,,,Y,,,,,,Y,Y,,,,,Y,Y,Y,,Y,Y,,,Y,,,Y,,,,Y,,,Y,,,
33097445808,Mission Armenia Limited,,Business,A402,7 Skyline Place,,Frenchs Forest,NSW,2086,Australia,https://missionarmenia.org.au,03/12/2012,01/01/2001,Small,3,30-Jun,,,,,,,,,ARM,Y,,,,,,,,,,,,,,,,Y,Y,Y,Y,,,,Y,,,,,,,Y,,,,,,,,,,,,
94574417595,South Australian Benevolent Incorporated,,Business,,,,,,,Australia,,03/12/2012,01/01/2011,Small,3,30-Jun,,,,,Y,,,,,Y,,,Y,,,,,Y,Y,Y,,Y,Y,,,Y,,,,Y,,Y,,,Y,Y,,,,,,,,,,,,,,,,
33143880219,Intereach Limited,,Business,,,,,,,,www.intereach.com.au,03/12/2012,01/01/2011,Large,9,30-Jun,,Y,,,,,Y,,AUS,Y,,,,,,,,,,,,,,Y,Y,Y,Y,,Y,Y,Y,,,,Y,,,,,,,Y,,Y,,,,,Y,,,
33103184550,Ability First - Australia Limited,,Business,L 39 259 George St,,,Sydney,NSW,2000,Australia,http://www.abilityfirst.org.au,03/12/2012,01/01/2002,Large,8,30-Jun,,,,,Y,Y,,,AUS,Y,,,,,,,,,,,,,,Y,Y,,Y,,Y,,Y,Y,Y,,Y,Y,,,,Y,Y,Y,,Y,,,,,Y,,,
73860920549,The Christian Science Association Of The Pupils Of Desmond J Hill Csb,,Business,Po Box 253,,,Lilydale,VIC,3140,Australia,,03/12/2012,01/01/1977,Small,5,31-Dec,,,,,,,,,AUS,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
73894514948,Sacred Heart Church Tatura,Sacred Heart Parish Tatura,Business,P.O. Box 201,,,Bendigo,VIC,3552,AUSTRALIA,www.sacredheartparishtatura.com.au,03/12/2012,31/12/1888,Small,2,30-Jun,,,,,,,Y,,AUS,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
27126394074,St Georges Dunsborough,Anglican Parish of Dunsborough,Business,PO Box 15,,,Bunbury,WA,6231,,,03/12/2012,01/01/1959,Small,11,31-Dec,,,,,,,,Y,AUS,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
27109601386,Boots For All Inc,,Business,,,,,,,,www.bootsforall.org.au,03/12/2012,01/01/2006,Small,3,30-Jun,,,,,,,,,AUS,Y,,,,,,,,,,,,Y,,Y,,,Y,,,Y,Y,Y,Y,,,Y,,,Y,,,Y,,Y,Y,,,,Y,,,
94715755241,The Trustee For John T Reid Victorian Charitable Trust,,Business,Waterman Business Centre,"Suite 40, 307, Level 3, 175 Maroondah Highway",,Ringwood,VIC,3134,Australia,www.johntreidtrusts.com.au,03/12/2012,,Medium,7,30-Jun,,,,,,,Y,,AUS,,,,,,,,,,,,,Y,,Y,Y,Y,Y,,Y,Y,Y,Y,Y,,,Y,,,,,Y,Y,,Y,,,,Y,Y,,Y,
67877349817,The Potter’s House Christian Fellowship Victoria Park Incorporated,Previously known as ABN 33134183180,Business,23 Augusta St,,,Willetton,WA,6155,Australia,www.pottershousewilletton.com.au,03/12/2012,01/01/1999,Small,3,30-Jun,,,,,,,,Y,AUS,,,,,,,,,,,,Y,,,Y,,,,,,Y,,,,,Y,,,,,Y,,,,,,,Y,,,,,
94720568395,Long Flat Parents And Citizens Association,,Business,Long Flat Public School,,,Long Flat,NSW,2446,Australia,www.facebook.com,03/12/2012,01/01/1933,Small,1,31-Dec,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,
94563822812,Wadjanbarra Tableland Yidinji Aboriginal Corporation RNTBC,,Business,26b Main Street,,,ATHERTON,QLD,4883,,,03/12/2012,30/08/2008,,6,30-Jun,,,,Y,,,,,,Y,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33141728038,Foundation For Angelman Syndrome Therapeutics Australia Limited,,Business,8 Quondong Close,,,Manoora,QLD,4870,Australia,cureangelman.org.au,03/12/2012,01/01/2010,Small,4,30-Jun,,Y,,Y,,,Y,,"AUS, CAN, GBR, IND",,Y,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,Y,,,,Y,,,,,,,,,,
33104261029,Dragons Abreast Australia Ltd,,Business,,,,,,,,www.dragonsabreast.com.au,03/12/2012,01/01/2003,Small,13,30-Jun,Y,Y,,Y,Y,Y,Y,Y,AUS,,Y,,,,Y,,,,,,,,,,Y,Y,,,,,,Y,,,Y,,,,Y,,Y,,,,,,,,,,,
73914270184,Hoi Thien Hoc Vietnam - Thien Tu Tieu Dao Inc,,Business,71-77 Pietro Rd,,,Heatherton,VIC,3202,Australia,,03/12/2012,01/01/2003,Small,3,30-Jun,,,,,,,Y,,AUS,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,Y,,,,,,,Y,,Y,,,,,,,,
74087933784,Beauaraba Living Pittsworth Ltd,"Beauaraba Living, Beauaraba Living Auxilliary, Beauaraba Living Foundation",Business,12 Weale St,,,Pittsworth,,4356,Australia,www.beauarabaliving.org.au,03/12/2012,01/01/1948,Large,8,30-Jun,,,,Y,,,,,AUS,Y,,,,,,,,,,,,,,Y,Y,Y,Y,,Y,Y,Y,Y,Y,,,Y,Y,,,,,Y,,Y,,,,,Y,,,Y
39002653036,Australian University College of Divinity Ltd,"AUCD, Australian University College of Divinity, Sydney College of Divinity",Business,S114/4 Columbia Court,,,Norwest,NSW,2153,Australia,aucd.edu.au,03/12/2012,01/01/1983,Large,14,31-Dec,Y,Y,,Y,,,Y,Y,AUS,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
39003125142,Melbourne Hebrew Congregation,,Business,2/8 Toorak Road,,,South Yarra,VIC,3141,Australia,mhc.org.au,03/12/2012,31/12/1840,Medium,4,30-Apr,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,
94559478544,The Trustee For The Rotary Club Of Melbourne Community Foundation Extension Fund,,Business,L 9 Se 3 15 Collins St,,,Melbourne,VIC,3000,Australia,www.rotaryclubofmelbourne.org.au,03/12/2012,01/01/2003,Small,15,30-Jun,,,Y,Y,,,Y,,AUS,,,,,,,,,,Y,,,,,Y,Y,Y,Y,Y,Y,,Y,,Y,,,,,,,Y,,,,Y,,,Y,,Y,,,
33094963158,Capstone Finance Limited,,Business,Level 3,4-8 Woodville St,,HURSTVILLE,NSW,2220,,,03/12/2012,01/01/2000,,11,31-Dec,,Y,,,,,,,,,,,,Y,,,,,,,Y,,,,,,Y,,,,,,,,Y,,,,,,,Y,,,,,,,Y,,,
33143598689,The Trichothiodystrophy Xeroderma pigmentosum and Cockayne's syndrome Trust Fund,,Business,,,,,,,Australia,,03/12/2012,01/01/2006,Small,7,30-Jun,,,,,,,Y,,AUS,,,,,,Y,,,,,,,Y,,,,,,,,,Y,Y,Y,,Y,Y,,,,Y,Y,Y,,Y,,,,,,,,
74002725779,The Wiradjuri Christian Development Ministries Ltd,,Business,,,,,,,Australia,,03/12/2012,01/01/1983,Small,3,30-Jun,,Y,,,,,,,AUS,,,,,,,,,,,,Y,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
74002807525,The International Grammar School Sydney Ltd,,Business,International Grammar School,,,Ultimo,NSW,2007,Australia,https://www.igssyd.nsw.edu.au/,03/12/2012,01/01/1984,Large,7,31-Dec,,Y,,,,,,,AUS,,,,,Y,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,Y,,,
73862054986,ATC Work Smart Inc,,Business,5 Barker Rd,,,Centennial Park,WA,6330,Australia,atcworksmart.com.au,03/12/2012,01/01/1987,Large,6,30-Jun,,,,,,,,Y,AUS,,,,,Y,,,,,,,,,,Y,Y,,,,,,,Y,,,,Y,,,,,,Y,,Y,,,,,Y,,,
74005305117,Australian Spinal Research Foundation,,Business,PO Box 402,,,Warrandyte,VIC,3113,Australia,https://spinalresearch.com.au,03/12/2012,01/01/1976,Small,8,30-Jun,,,,,,,,,,,Y,,,Y,Y,,,,,,,,,,Y,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,
49655028679,Dominican Fathers Retirement And Sickness Fund Catholic Church,,Business,816 Riversdale Rd,,,Camberwell,VIC,3124,Australia,op.org.au,03/12/2012,01/01/1999,Small,7,30-Jun,,,,,,,Y,,AUS,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
33113469195,Good News Broadcasting Association Limited,,Business,Po Box 1729,,,Bondi Junction,NSW,1355,Australia,christianityworks.com,03/12/2012,01/01/2005,Small,4,30-Jun,Y,Y,Y,Y,Y,Y,,Y,"AUS, GHA, ZAF",,,,,,,,,,,,Y,,,,Y,Y,,Y,,Y,Y,Y,,,Y,Y,,,,,,Y,,Y,,Y,,,Y,,,
