ABN,Charity_Legal_Name,Other_Organisation_Names,Address_Type,Address_Line_1,Address_Line_2,Address_Line_3,Town_City,State,Postcode,Country,Charity_Website,Registration_Date,Date_Organisation_Established,Charity_Size,Number_of_Responsible_Persons,Financial_Year_End,Operates_in_ACT,Operates_in_NSW,Operates_in_NT,Operates_in_QLD,Operates_in_SA,Operates_in_TAS,Operates_in_VIC,Operates_in_WA,Operating_Countries,PBI,HPC,Preventing_or_relieving_suffering_of_animals,Advancing_Culture,Advancing_Education,Advancing_Health,Promote_or_oppose_a_change_to_law__government_poll_or_prac,Advancing_natual_environment,Promoting_or_protecting_human_rights,Purposes_beneficial_to_ther_general_public_and_other_analogous,Promoting_reconciliation__mutual_respect_and_tolerance,Advancing_Religion,Advancing_social_or_public_welfare,Advancing_security_or_safety_of_Australia_or_Australian_public,Aboriginal_or_TSI,Adults,Aged_Persons,Children,Communities_Overseas,Early_Childhood,Ethnic_Groups,Families,Females,Financially_Disadvantaged,LGBTIQA+,General_Community_in_Australia,Males,Migrants_Refugees_or_Asylum_Seekers,Other_Beneficiaries,Other_Charities,People_at_risk_of_homelessness,People_with_Chronic_Illness,People_with_Disabilities,Pre_Post_Release_Offenders,Rural_Regional_Remote_Communities,Unemployed_Person,Veterans_or_their_families,Victims_of_crime,Victims_of_Disasters,Youth,animals,environment,other_gender_identities
53248767457,Carnarvon Trustees Aboriginal Corporation,,Business,31 Robinson Street,,,Carnarvon,WA,6701,,,03/12/2012,31/03/2011,,3,30-Jun,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25586455673,Campsie Chinese Congregational Church,,Business,232 Burwood Rd,,,Croydon Park,NSW,2133,Australia,www.campsieccceng.org.au,03/12/2012,01/01/1995,Small,3,30-Jun,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,
58669390889,The Trustee For Joyhome Trust,,Business,L 2 22 Brookhollow Ave,,,Norwest,NSW,2153,Australia,,03/12/2012,01/01/1986,Small,5,30-Jun,,Y,,,,,,,AUS,,,,,,,,,,Y,,,,,,,,Y,,Y,,,Y,,,Y,Y,,,,Y,,,,,,,,,Y,,,
25603690513,Yedalm Church Inc,,Business,CNR Windsor Road & Campbell Street,,,Northmead,NSW,2152,Australia,,03/12/2012,01/01/2009,Small,1,30-Jun,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,
53440436445,Anglican Community Care Limited,"Previously known as ""Anglican Community Care Incorporated""",Business,5 Percy Street,,,Mount Gambier,SA,5290,Australia,www.accare.org.au,03/12/2012,01/01/1986,Large,10,30-Jun,,,,,Y,,,,AUS,Y,,,,,,,,,,,,,,Y,,,Y,,Y,Y,Y,Y,,,Y,Y,,,,Y,,,,Y,,,,,,,,
53441697264,Riding For The Disabled Association NSW Cowra Centre,,Business,PO Box 660,,,Cowra,NSW,2794,,www.rdansw.org.au,03/12/2012,01/01/1993,Small,7,31-Dec,,Y,,,,,,,AUS,Y,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,Y,,Y,,,,,Y,,,
53307377270,Nundle Community Welfare Foundation,,Business,89 Jenkins St,,,Nundle,NSW,2340,Australia,,03/12/2012,01/01/2002,Small,3,30-Jun,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,
93641598721,The Trustee For Ngoonooru Wadjari People's Trust,,Business,,,,,,,Australia,,03/12/2012,01/01/2005,Medium,2,30-Jun,,,,,,,,Y,AUS,,,,Y,,,,,,Y,,,Y,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,
31424646746,Catholic Parish Of St Agnes Matraville,,Business,509 Bunnerong Road,,,MATRAVILLE,NSW,2036,AUSTRALIA,,03/12/2012,01/01/1959,Small,1,30-Jun,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
31406870567,MWP Care Limited,,Business,3 Gondola Rd,,,North Narrabeen,NSW,2101,Australia,www.mwpcare.com.au,03/12/2012,01/06/1967,Large,6,30-Jun,,Y,,,,,,,AUS,Y,,,Y,,Y,,,,,,,Y,,,Y,Y,,,,Y,,Y,,,,Y,,,,,,,,,,Y,,,,,,
31456905088,Romanian Orthodox Episcopate Of Australia And New Zealand Inc,,Business,103 Porteous Rd,,,Harkness,VIC,3337,Australia,https://www.roeanz.com.au/,03/12/2012,01/01/2008,Medium,2,31-Dec,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,Y,Y,Y,Y,,Y,Y,,,Y,Y,,,,,,,,,,,,,Y,,,
53307557252,Mannix College,,Business,22a Wellington Rd,,,Clayton,VIC,3168,Australia,https://www.mannix.monash.edu/,03/12/2012,01/01/1968,Large,8,31-Dec,,,,,,,Y,,AUS,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,Y,,,
81844131721,The Trustee For Meadowbank Education Trust,,Business,216 Pennant Hills Road,,,OATLANDS,NSW,2117,Australia,,03/12/2012,01/01/1992,Large,4,31-Dec,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,Y,Y,,,,,Y,Y,,,Y,,,,,,,
81758893342,Edith Farms Volunteer Bushfire Brigade,,Business,Po Box 1451,,,Katherine,NT,0851,Australia,https://www.facebook.com/EdithfarmsVBB,03/12/2012,01/01/2000,Small,9,30-Sep,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,
93652757443,Geological Society Of Australia Inc,,Business,PO Box 576,,,Crows Nest,NSW,1585,Australia,www.gsa.org.au,03/12/2012,01/01/1969,Medium,9,31-Dec,,Y,,,,,Y,,AUS,,,,,,,,,,,,,,,,Y,Y,,,,,,Y,,,Y,Y,,,,,,,,Y,,,,,Y,,,Y
93746198794,Kariong Public School P&C Assn,,Business,Langford Drive,,,Kariong,NSW,2250,Australia,https://www.facebook.com/profile.php?id=61586508284484,03/12/2012,01/01/1988,Small,2,31-Dec,,Y,,,,,,,AUS,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,
68192219858,North Geelong Presbyterian Charge,,Business,,,,,,,Australia,https://pressiechurch.org/,03/12/2012,31/12/1893,Small,14,31-Dec,,,,,,,Y,,AUS,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,
93760286179,Balcatta Primary School Parent & Citizen Association Inc,,Business,,,,,,,Australia,https://m.facebook.com/BalcattaPSPandC,03/12/2012,01/01/1970,Small,1,30-Jun,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,
53397044119,Goonellabah Pre-School Incorporated,,Business,20 Spring Ave,,,Goonellabah,NSW,2480,Australia,https://www.goonellabahpreschool.com.au,03/12/2012,01/01/1988,Medium,4,31-Dec,,Y,,,,,,,AUS,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,
85637132048,Musicians Making A Difference,,Business,U 2 342 Mann St,,,North Gosford,NSW,2250,Australia,http://www.mmad.org.au,03/12/2012,01/01/2008,Medium,4,31-Dec,,Y,,,,,,,AUS,Y,,,Y,,Y,,,Y,Y,Y,,Y,Y,Y,Y,,,,,Y,,Y,Y,,,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y
93705844071,Damascus Parish,,Business,43a Surfcoast Highway,,,Torquay,VIC,3228,,,03/12/2012,01/01/1980,Medium,1,31-Dec,,,,,,,Y,,AUS,,,,,,,,,,,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,
85865811394,Uca - Benalla Parish,,Business,,,,,,,Australia,,03/12/2012,01/01/1977,Small,3,31-Dec,,,,,,,Y,,AUS,,,,,,,,,,,,Y,,,,Y,Y,,,,,Y,Y,Y,,Y,Y,,,,Y,,,,Y,,,,,,,,
81763203730,Liberty Christian Centre Inc,,Business,U 1 16 Roxby Lane,,,Willetton,WA,6155,Australia,https://libertylifeperth.org,03/12/2012,01/01/2005,Small,2,31-Dec,,,,,,,,Y,AUS,,,,,,,,,,,,Y,,,,,,,,,Y,Y,,Y,,Y,,Y,,,,,,,,,,,,,,,
81763914979,Townsville Hospital Foundation,,Business,Ground Floor Townsville Hospital,100 Angus Smith Drive,,Douglas,QLD,4810,Australia,http://www.brighterlives.org.au,03/12/2012,01/01/1989,Medium,9,30-Jun,,,,Y,,,,,AUS,,Y,,,,Y,,,,Y,,,,,Y,Y,Y,Y,,Y,Y,Y,Y,,,Y,Y,,,,,Y,Y,,Y,,,,,Y,,,
93747146775,The Trustee for Eastern Education Trust,Woodthorpe School - Eastern Campus Pty Ltd,Business,33 Bedford Street,,,CUNDERDIN,WA,6407,Australia,,03/12/2012,01/01/1995,Medium,5,31-Dec,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,Y,Y,,,,,Y,Y,,,Y,,,,,,,
63659548014,Gindaja Treatment and Healing Indigenous Corporation,,Business,Back Beach Road,,,YARRABAH,QLD,4871,,,03/12/2012,27/04/1990,,7,30-Jun,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19638418804,The Trustee For The Ferry Family Charitable Trust,,Business,,,,,,,Australia,,03/12/2012,01/01/2003,Small,4,30-Jun,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,
19727954271,Beaumaris Buddhist Meditation Centre,,Business,27 Haywood Street,,,BEAUMARIS,VIC,3193,AUSTRALIA,www.bbmc.org.au,03/12/2012,01/01/2010,Small,1,31-Dec,,,,,,,Y,,,,,,,,,,,,,,Y,,,,Y,Y,,,,,,Y,,,,Y,,,,,Y,,,,,,,,Y,,,
48340839681,The Adelaide Eisteddfod Society Incorporated,"Adelaide Eisteddfod, Adelaide Eisteddfod Development Fund",Business,239 Magill Rd,,,Maylands,SA,5069,Australia,http://www.adelaideeisteddfod.com.au,03/12/2012,01/01/1955,Small,8,31-Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,
53449052923,Jamisontown Public School P&C Association,,Business,Jamisontown School,,,Jamisontown,NSW,2750,Australia,,03/12/2012,01/01/1999,Small,1,31-Dec,,Y,,,,,,,AUS,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,
93635205693,Church Of Christ Wembley Downs Inc,,Business,10 Bournemouth Cres,,,Wembley Downs,WA,6019,Australia,https://thedownschurch.wordpress.com/,03/12/2012,01/01/1965,Small,6,30-Jun,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,Y,Y,,Y,Y,,,,Y,,,,Y,,,,Y,,,,,Y,,,
81851524024,Friends Of The Animals Inc,,Business,,,,,,,,www.mareebaanimalrefuge.com.au,03/12/2012,01/01/2001,Small,2,30-Jun,,,,Y,,,,,,,,Y,,,,,,,,,,,,Y,Y,Y,Y,,,Y,Y,,Y,,Y,,Y,,,Y,,Y,Y,Y,Y,,,,Y,Y,,
81855715342,Bendigo Diocesan Trusts Corporation,Parish of St Arnaud,Business,PO Box 2,,,Bendigo,VIC,3552,,,03/12/2012,,Small,2,31-Dec,,,,,,,Y,,AUS,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
63663636866,The Trustee For The Tobin Brothers Foundation,,Business,189 Boundary Rd,,,North Melbourne,VIC,3051,Australia,www.tobinbrothersfoundation.com.au,03/12/2012,01/01/1984,Small,8,30-Jun,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
19493368135,Sacred Heart Cathedral Catholic Church - Bendigo,Sacred Heart Cathedral Bendigo,Business,P.O. Box 201,,,Bendigo,VIC,3552,AUSTRALIA,www.sacredheartcathedral.org.au,03/12/2012,01/01/1951,Small,2,30-Jun,,,,,,,Y,,AUS,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
37629230385,H V Mckay Charitable Trust,,Business,,,,,,,,,03/12/2012,01/01/1926,Medium,1,30-Jun,,,,,,,,,AUS,,,Y,Y,,Y,,Y,,,Y,,Y,,Y,Y,,Y,,Y,,Y,Y,Y,,,,,,,Y,,,,Y,,,,,Y,Y,Y,
19647289724,Grace Transformation Ministries Incorporated,,Business,,,,,,,,www.gracetransformation.com.au,03/12/2012,01/01/2009,Small,4,30-Jun,,Y,,,,,,,,,,,,,,,,,,,Y,,,,Y,Y,,Y,,,,Y,,,Y,Y,,,Y,,,,,,,,,,,,,
37901753201,The Roman Catholic Bishop Of Bunbury Mandurah Parish,Catholic Parish of Mandurah ,Business,8 Stevenson Street,,,Mandurah,WA,6210,AUSTRALIA,,03/12/2012,01/01/1954,Medium,1,30-Jun,,,,,,,,Y,AUS,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
37816809672,Aboriginal Evangelical Fellowship Family And Youth services Inc,,Business,Po Box 123,,,Kelmscott,WA,6111,Australia,www.aef.org.au,03/12/2012,01/01/1994,Small,16,30-Jun,,Y,,Y,Y,,Y,Y,AUS,Y,,,,,,,,,,,,,,Y,Y,Y,Y,,,,Y,Y,Y,,,,,,,Y,Y,,,Y,Y,,Y,Y,Y,,,
85648394353,Youth With A Mission (Perth) Incorporated,,Business,9 Robertson St,,,Perth,WA,6000,Australia,www.ywamperth.org.au,03/12/2012,01/01/1986,Medium,7,31-Mar,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,
85816139418,Returned & Services League of Australia (Queensland Branch) Boyne -Tannum  Sub Branch Inc,,Business,2 Pacific Ave,,,Tannum Sands,QLD,4680,,,03/12/2012,01/01/1995,Small,3,31-Dec,,,,Y,,,,,AUS,,,,,,,,,,Y,,,Y,,,Y,Y,,,,,,Y,,,,Y,,,,,,,,,,Y,,,,,,
23620849894,Broken Hill School of the Air P & C Association,,Business,Po Box 405,,,Broken Hill,NSW,2880,Australia,https://schoolair-p.schools.nsw.gov.au/,03/12/2012,01/01/1956,Small,5,30-Sep,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,
81760941281,QUEANBEYAN SOUTH PUBLIC SCHOOL PARENTS AND CITIZENS ASSOCIATION,,Business,Queanbeyan South Public School,,,Karabar,NSW,2620,Australia,https://qsps-pc.square.site/,03/12/2012,01/11/1999,Small,5,31-Dec,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,
93714558100,UCA - Maclean Church Council,,Business,Church Street,,,Maclean,NSW,2463,Australia,,03/12/2012,01/01/1977,Small,8,30-Jun,,Y,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,Y,Y,,,Y,Y,,,,,,,,,,,,,,,,
93643688099,Lilydale Community Child Care Inc,,Business,12-50 Norton Road,,,Croydon,VIC,3136,Australia,http://swinburnechildrenscentre.com.au/,03/12/2012,01/01/1997,Large,4,30-Jun,,,,,,,Y,,AUS,,,,,,,,,,,,,Y,,Y,,,,,Y,Y,Y,Y,Y,,Y,Y,Y,,,,,Y,,,,,,,,,,
93736262050,Prace Ltd,,Business,35 Sturdee St,,,Reservoir,VIC,3073,Australia,https://prace.vic.edu.au/,03/12/2012,01/01/2002,Large,9,31-Dec,,,,,,,Y,,AUS,Y,,,,Y,,,,,,,,,,Y,Y,Y,,,,Y,Y,Y,Y,,,Y,Y,,,Y,,Y,Y,,Y,,,,Y,,,
68319936792,Meals On Wheels Auburn Incorporated,,Business,6 Euston Rd,,,Auburn,NSW,2144,Australia,,03/12/2012,01/01/1965,Medium,6,30-Jun,,Y,,,,,,,AUS,Y,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,
68323215483,The Trustee For The Ernest And Josephine Heller Charitable Trust Fund,,Business,,,,,,,Australia,,03/12/2012,01/01/1998,Medium,4,30-Jun,,,,Y,,,,,AUS,,,,,,Y,,,Y,Y,Y,,Y,,,,Y,,Y,,,Y,,Y,,,,,,Y,,Y,,,,,,,Y,Y,,,
19495615124,The Spiritual Assembly Of The Baha'Is Of Lismore,,Business,Po Box 173,,,Mona Vale,NSW,1660,Australia,www.bahai.org.au,03/12/2012,01/01/1980,Small,6,31-Dec,,Y,,,,,,,AUS,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,
53443272865,NextSense,,Business,2 Gymnassium Road,,,Macquarie Park,NSW,2113,Australia,https://nextsense.org.au,03/12/2012,31/12/1860,Large,9,31-Dec,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,Y,,,,,,,,,,,,,,Y,Y,,,,,Y,,,,,,,Y,,,,,,,,,,
85641604625,The Trustee For Rochiram Parmanand Charitable Trust,,Business,1190 Dandenong Rd,,,Murrumbeena,VIC,3163,Australia,,03/12/2012,01/01/2004,Small,4,30-Jun,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,
85863129441,The University Of The Third Age - Adelaide Incorporated,,Business,59 Regent St S,,,Adelaide,SA,5000,Australia,u3aadelaide.com.au,03/12/2012,01/01/1986,Small,4,30-Nov,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
93709828790,The Trustee For The Cawthorne Memorial Fund,,Business,GPO Box 1338,,,Adelaide,SA,5001,,,03/12/2012,01/01/1962,Small,2,30-Jun,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,
81762701206,Yass Aged Care Trust,,Business,,,,,,,,yacf.org.au,03/12/2012,01/10/2005,Medium,9,30-Jun,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,
93734019569,Kingscliff RSL sub-Branch (RSL NSW),,Business,3 Wommin Bay Rd,,,Kingscliff,NSW,2487,Australia,www.kingscliffrsl.org.au,03/12/2012,01/01/1914,Small,7,31-Dec,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,Y,,,,,,
93760791549,St Marks Catholic Church Dingley,,Business,5 St. James Avenue,,,Springvale,VIC,3171,,,03/12/2012,01/01/1970,Small,2,31-Dec,,,,,,,Y,,AUS,,,,,,,,,,,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,
63626797979,Church Of Christ Penrith,,Business,"Unit 7, 28 Coombes Drive",,,Penrith,NSW,2750,Australia,www.churchofchristpenrith,03/12/2012,01/01/1955,Small,5,31-Dec,,Y,,,,,,,AUS,,,,,,,,,,,,Y,,,,Y,Y,,,,Y,Y,Y,Y,,,Y,,,,Y,,,,,Y,,,,,,,
37628906844,Kenilworth Village Units Association Inc,,Business,15 Phillip St,,,Kenilworth,QLD,4574,Australia,,03/12/2012,01/01/1984,Small,6,30-Jun,,,,Y,,,,,AUS,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,
97432527176,Literacy Network Northern Beaches Inc,,Business,3 King Street,,,Manly Vale,NSW,2093,Australia,www.literacynetwork.org.au,03/12/2012,01/01/1987,Small,2,30-Jun,,Y,,,,,,,AUS,,,,,Y,,,,,,,,,,,Y,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,
48342918708,Student Care Welfare Qld Inc.,,Business,7833 Warrego Hwy,,,Helidon Spa,QLD,4344,Australia,scwq.org.au,03/12/2012,01/01/2004,Small,4,30-Jun,,,,Y,,,,,AUS,Y,,,,,,,,,,,,,,,Y,,Y,,Y,Y,Y,,Y,,Y,,,,,Y,,Y,,Y,,,,,Y,,,
93729549261,Cottesloe Surf Life Saving Club Inc,,Business,87 Marine Parade,,,COTTESLOE,WA,6011,Australia,www.cottsurf.com,03/12/2012,01/01/1909,Medium,2,30-Apr,,,,,,,,,,Y,,,,,,,,,Y,,,,Y,,Y,Y,Y,,Y,,Y,,,,,,,,,,,,,,,,,,Y,,,
63662684080,Wellington Connect Incorporated,,Business,59 Gobolion St,,,Wellington,NSW,2820,Australia,https://mensshed.org/sheds/wellington-mens-shed/,03/12/2012,01/01/2010,Small,3,30-Jun,,Y,,,,,,,AUS,,Y,,,,,,,,,,,,,Y,Y,Y,,,,,,,,,,Y,,,,,,,,Y,,,,,Y,,,
19718174002,Cooerwull P&C Association,,Business,Cooerwull Public School,,,Lithgow,NSW,2790,Australia,,03/12/2012,31/12/1871,Small,4,31-Dec,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,
19497039217,Care And Clothes Centre,,Business,6-8 Aldersey St,,,Mclaren Vale,,5171,Australia,,03/12/2012,01/01/1990,Small,2,30-Jun,,,,,Y,,,,AUS,,,,,,,,,,Y,,,,,,Y,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,
19721563095,St Matthews Anglican Church Glenroy Hadfield With St Linus Merlynston,,Business,30 Widford St,,,Glenroy,VIC,3046,Australia,www.matthewlinus.org.au,03/12/2012,01/01/2001,Small,2,30-Sep,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,Y,Y,,,Y,Y,,,,,,,,,,,,,,,,
37638285672,Presbyterian Church Dalby,,Business,PO Box 510,,,SPRING HILL,QLD,4004,AUSTRALIA,www.pcq.org.au,03/12/2012,31/12/1864,Medium,1,31-Dec,,,,Y,,,,,AUS,,,,,,,,,,,,Y,,,,,,,,,,,Y,,,Y,Y,,,,,,,,,,,,,,,,
19507683254,Rockhampton 60 & Better Program Inc,,Business,U 1 248 Quay St,,,Rockhampton City,QLD,4700,Australia,www.60andbetterrockhampton.com.au,03/12/2012,01/01/1994,Small,2,30-Jun,,,,Y,,,,,,Y,,,,,,,,,,,,,,Y,,Y,,,,Y,,Y,Y,,,Y,,,Y,,Y,Y,,Y,,Y,,,,,,
37808385753,The Trustee For The Taylor Foundation,,Business,45 Moubray Street,,,Melbourne,VIC,3004,Australia,www.royalfreemasons.org.au,03/12/2012,01/01/1987,Medium,3,30-Jun,,,,,,,Y,,AUS,,,,,,,,,,,,,Y,,,,Y,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,
48313148724,Lutheran Church Of Aust Qld District Good Shepherd Lutheran College,,Business,115 Eumundi Noosa Rd,,,Noosaville,QLD,4566,Australia,www.gslc.qld.edu.au,03/12/2012,01/01/1986,Large,12,31-Dec,,,,Y,,,,,AUS,,,,,Y,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,Y,,,
48347104551,The Trustee For Sydney Children's Hospital Foundation,,Business,Locked Bag 2005,,,RANDWICK,NSW,2031,AUSTRALIA,,03/12/2012,01/01/1986,Large,7,30-Jun,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,Y,,Y,,Y,,,,,,,,,,,,,,,,,,,,,
81854930646,Mallala Uniting Church,,Business,7 Balaklava Road,,,MALLALA,SA,5502,Australia,www.mallalauniting.au,03/12/2012,01/01/1977,Small,2,30-Dec,,,,,Y,,,,,,,,,,,,,,,,Y,,,,Y,Y,Y,,Y,,Y,Y,Y,,Y,Y,,,,Y,,,,Y,Y,,,,Y,,,
85873983894,The Redeemed Christian Church Of God Harvest Parish Inc.,,Business,6 Broadland Way,,,Narre Warren South,VIC,3805,Australia,www.rccg.org,03/12/2012,01/01/2009,Small,3,30-Jun,,,,,,,Y,,AUS,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,
68187155749,Adelaide Community Healthcare Alliance Foundation Incorporated,,Business,1 Flinders Dr,,,Bedford Park,SA,5042,Australia,http://www.acha.org.au,03/12/2012,01/01/1993,Small,4,30-Jun,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
68194454514,Community Connections Solutions Australia Limited,CCSA,Business,7 Gang Gang St,,,Katoomba,NSW,2780,Australia,www.ccsa.org.au,03/12/2012,01/01/1999,Medium,10,30-Jun,,Y,,,,,,,AUS,,,,,,,,,,Y,,,,,Y,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,
63660960097,Kimberley Native Mission Fund,,Business,Po Box 76,,,Broome,WA,6725,Australia,,03/12/2012,01/01/1950,Small,1,30-Dec,,,,,,,,Y,AUS,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
37630083018,Y C W Camp Committee Patriotic Fund Inc,,Business,Po Box 209,,,Bundoora,VIC,3083,Australia,,03/12/2012,01/01/1948,Small,7,31-Dec,,,,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
19508938522,The Trustee For Nida Foundation Trust,,Business,215 Anzac Pde,,,Kensington,NSW,2033,Australia,http://www.nida.edu.au/,03/12/2012,01/01/1984,Medium,8,31-Dec,,,,,,,,,,,,,Y,,,,,,,,,Y,,Y,Y,,,,,Y,,,Y,,,,,,,,,,,Y,,,,,,,,
19419822699,Brisbania Public School Parents And Citizens Association,,Business,Brisbania Public School,,,Saratoga,NSW,2251,Australia,www.brisbaniapandc.org,03/12/2012,01/01/1992,Small,2,30-Jun,,Y,,,,,,,AUS,,,,,Y,,,,,,,,,,Y,,,Y,,,,Y,Y,Y,,,Y,,,,,,,,,,,,,,,,
19651756831,The Trustee For Arnold Foundation,,Business,U 5 63 Roslyn St,,,Brighton,VIC,3186,Australia,,03/12/2012,01/01/2008,Small,1,30-Jun,,,,,,,Y,,AUS,,,,,,Y,,Y,Y,,,,Y,,,,,,,,Y,,,Y,,,,,,Y,,,,,,,,,,,,,
48353274850,Wesleyan Methodist Church Of Australia In Queensland Toowoomba,,Business,267 North St,,,Wilsonton Heights,QLD,4350,Australia,www.toowoombawesleyan.org.au,03/12/2012,01/01/1985,Small,7,30-Jun,,,,Y,,,,,AUS,,,,,,,,,,,,Y,,,,Y,Y,Y,,Y,,Y,,,,,,,,,,,,,,,,,,Y,,,
93648688769,Catholic Parish Of Mary Immaculate Quakers Hill,,Business,125 Barnier Drive,,,Quakers Hill - Schofields,NSW,2763,AUSTRALIA,,03/12/2012,01/01/1973,Medium,1,30-Jun,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
93720825609,Society Of St Francis Association Incorporated,,Business,U 516 181 Fitzroy St,,,St Kilda,VIC,3182,Australia,https://www.anglicanfranciscans.org/index.php/where-we-are/australia,03/12/2012,,Small,6,31-Dec,,Y,,,,,,,,,,,,,,,,,,,Y,,,,Y,Y,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,
93753765831,St Columbas Memorial School,,Business,55 WAROOKA ROAD,,,YORKETOWN,SA,5576,,,03/12/2012,01/01/1957,Medium,2,31-Dec,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,
68330354094,Priests Retirement Foundation Archdiocese Of Melbourne,,Business,Po Box 615,,,East Melbourne,VIC,8002,Australia,www.cam.org.au/foundation/,03/12/2012,01/01/1977,Medium,9,30-Jun,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
